org_id,supplier_name,name_with_id
388,Cal - Water Service Co. - Chico,Cal - Water Service Co. - Chico - 388
82,City Of Antioch,City Of Antioch - 82
613,Contra Costa Water District,Contra Costa Water District - 613
23,Alameda County Water District,Alameda County Water District - 23
1756,"Norwalk - City, Water Department","Norwalk - City, Water Department - 1756"
2164,Sfpuc - Pleasanton Wells,Sfpuc - Pleasanton Wells - 2164
1143,City Of Hayward,City Of Hayward - 1143
351,Ccwd - Copper Cove,Ccwd - Copper Cove - 351
649,City Of Crescent City,City Of Crescent City - 649
351,Ccwd - Jenny Lind,Ccwd - Jenny Lind - 351
1031,Golden State Water Company - Bay Point,Golden State Water Company - Bay Point - 1031
351,Ccwd - Ebbetts Pass,Ccwd - Ebbetts Pass - 351
731,Diablo Water District,Diablo Water District - 731
264,Brentwood,Brentwood - 264
775,East Bay Mud,East Bay Mud - 775
2438,Sweetwater Springs Cwd - Monte Rio,Sweetwater Springs Cwd - Monte Rio - 2438
2438,Sweetwater Springs Cwd - Guerneville,Sweetwater Springs Cwd - Guerneville - 2438
572,City Of Cloverdale,City Of Cloverdale - 572
1729,City Of Newman - Water Department,City Of Newman - Water Department - 1729
1144,City Of Healdsburg,City Of Healdsburg - 1144
1613,City Of Millbrae,City Of Millbrae - 1613
1765,City Of Oakdale,City Of Oakdale - 1765
1656,City Of Morgan Hill,City Of Morgan Hill - 1656
2790,City Of Yuba City,City Of Yuba City - 2790
1894,City Of Petaluma,City Of Petaluma - 1894
2401,Suburban Water Systems - Glendora,Suburban Water Systems - Glendora - 2401
618,City Of Corcoran,City Of Corcoran - 618
1286,City Of Kerman,City Of Kerman - 1286
2979,City Of Chowchilla Water Department,City Of Chowchilla Water Department - 2979
920,City Of Fortuna,City Of Fortuna - 920
2042,City Of Reedley,City Of Reedley - 2042
1415,City Of Lemoore,City Of Lemoore - 1415
711,City Of Delano,City Of Delano - 711
814,City Of El Centro,City Of El Centro - 814
2402,Suburban Water Systems - La Mirada,Suburban Water Systems - La Mirada - 2402
2402,Suburban Water Systems - Whittier,Suburban Water Systems - Whittier - 2402
2401,Suburban Water Systems - San Jose,Suburban Water Systems - San Jose - 2401
1631,City Of Modesto - Salida,City Of Modesto - Salida - 1631
2103,City Of Rohnert Park,City Of Rohnert Park - 2103
2337,South Feather W&P - Bangor,South Feather W&P - Bangor - 2337
55,Awa La Mel Heights #3,Awa La Mel Heights #3 - 55
397,Cws - Split Mountain Water System,Cws - Split Mountain Water System - 397
816,El Dorado Id - Outingdale,El Dorado Id - Outingdale - 816
397,Cws - Lakeland,Cws - Lakeland - 397
397,Cws - Onyx Water System,Cws - Onyx Water System - 397
397,Cws - Upper Bodfish Water System,Cws - Upper Bodfish Water System - 397
397,Cws - Lower Bodfish Water System,Cws - Lower Bodfish Water System - 397
55,Awa - Camanche Village,Awa - Camanche Village - 55
816,El Dorado Id - Strawberry,El Dorado Id - Strawberry - 816
2164,Town Of Sunol - Sfpuc,Town Of Sunol - Sfpuc - 2164
2444,Tahoe City Public Utility District - Rubicon,Tahoe City Public Utility District - Rubicon - 2444
1484,"Los Angeles Cwwd 40, Reg. 35 - N.e. L.a","Los Angeles Cwwd 40, Reg. 35 - N.e. L.a - 1484"
1484,"Los Angeles Cwwd 40, Reg. 39 - Rock Creek","Los Angeles Cwwd 40, Reg. 39 - Rock Creek - 1484"
561,Citrus Heights Water District,Citrus Heights Water District - 561
2033,City Of Redding,City Of Redding - 2033
4993,Santa Clarita Valley W.a. - Tesoro Div,Santa Clarita Valley W.a. - Tesoro Div - 4993
1923,Pismo Beach Water Department,Pismo Beach Water Department - 1923
1869,Liberty Utilities - Compton,Liberty Utilities - Compton - 1869
1304,City Of Kingsburg,City Of Kingsburg - 1304
990,Georgetown Divide Public Utility District,Georgetown Divide Public Utility District - 990
578,Coalinga - City,Coalinga - City - 578
2662,City Of Wasco,City Of Wasco - 2662
1570,Mckinleyville Community Services District,Mckinleyville Community Services District - 1570
94,City Of Arcata,City Of Arcata - 94
262,City Of Brawley,City Of Brawley - 262
2205,City Of Sanger,City Of Sanger - 2205
421,Cws - Selma,Cws - Selma - 421
353,City Of Calexico,City Of Calexico - 353
859,City Of Eureka,City Of Eureka - 859
2348,South Tahoe Public Utility District - Main,South Tahoe Public Utility District - Main - 2348
574,City Of Clovis,City Of Clovis - 574
934,City Of Fresno,City Of Fresno - 934
2132,Southwest Tract W M D [Sws],Southwest Tract W M D [Sws] - 2132
1927,Placer Cwa - Bianchi Estates,Placer Cwa - Bianchi Estates - 1927
2326,City Of Sonoma,City Of Sonoma - 2326
2610,Valley Of The Moon Water District,Valley Of The Moon Water District - 2610
198,Department Of Water And Power,Department Of Water And Power - 198
198,Dwp - Fawnskin,Dwp - Fawnskin - 198
94,Jacoby Creek Community Services District,Jacoby Creek Community Services District - 94
351,Ccwd - West Point,Ccwd - West Point - 351
351,Ccwd - Sheep Ranch,Ccwd - Sheep Ranch - 351
351,Ccwd - Wallace,Ccwd - Wallace - 351
124,Bakman Water Company,Bakman Water Company - 124
1371,Lamont Public Utility District,Lamont Public Utility District - 1371
1225,City Of Imperial,City Of Imperial - 1225
1210,Humboldt Community Services District,Humboldt Community Services District - 1210
816,El Dorado Id - Main,El Dorado Id - Main - 816
1900,Pico Water District,Pico Water District - 1900
972,City Of Galt,City Of Galt - 972
2074,City Of Riverbank,City Of Riverbank - 2074
1631,City Of Modesto,City Of Modesto - 1631
2175,City Of Cupertino,City Of Cupertino - 2175
22,Alameda County Flood Control District Zone 7,Alameda County Flood Control District Zone 7 - 22
55,Amador Water Agency,Amador Water Agency - 55
79,Antelope Valley - East Kern Water Agency,Antelope Valley - East Kern Water Agency - 79
87,Apple Valley Ranchos Water Company,Apple Valley Ranchos Water Company - 87
99,City Of Arroyo Grande,City Of Arroyo Grande - 99
102,Arvin Community Service District,Arvin Community Service District - 102
159,Beaumont - Cherry Valley Water District,Beaumont - Cherry Valley Water District - 159
193,City Of Beverly Hills,City Of Beverly Hills - 193
197,Big Bear Community Services District,Big Bear Community Services District - 197
198,City Of Big Bear Lake,City Of Big Bear Lake - 198
264,City Of Brentwood,City Of Brentwood - 264
285,City Of Burbank,City Of Burbank - 285
351,Calaveras County Water District,Calaveras County Water District - 351
368,California American Water Company - Los Angeles Division,California American Water Company - Los Angeles Division - 368
369,California American Water Company - Monterey District,California American Water Company - Monterey District - 369
372,California American Water Company - Sacramento District,California American Water Company - Sacramento District - 372
373,California American Water Company - San Diego District,California American Water Company - San Diego District - 373
376,California American Water Company - Ventura District,California American Water Company - Ventura District - 376
384,California Water Service Company Antelope Valley,California Water Service Company Antelope Valley - 384
386,California Water Service Company Bakersfield,California Water Service Company Bakersfield - 386
387,California Water Service Company Bear Gulch,California Water Service Company Bear Gulch - 387
388,California Water Service Company Chico District,California Water Service Company Chico District - 388
390,City Of California Water Service Company Dixon,City Of California Water Service Company Dixon - 390
391,California Water Service Company Dominguez,California Water Service Company Dominguez - 391
392,California Water Service Company East Los Angeles,California Water Service Company East Los Angeles - 392
396,California Water Service Company Hermosa - Redondo,California Water Service Company Hermosa - Redondo - 396
397,California Water Service Company Kern River Valley,California Water Service Company Kern River Valley - 397
398,California Water Service Company King City,California Water Service Company King City - 398
401,California Water Service Company Livermore,California Water Service Company Livermore - 401
402,California Water Service Company Los Altos - Suburban,California Water Service Company Los Altos - Suburban - 402
405,California Water Service Company Marysville,California Water Service Company Marysville - 405
420,California Water Service Company Mid Peninsula,California Water Service Company Mid Peninsula - 420
412,California Water Service Company Oroville,California Water Service Company Oroville - 412
413,California Water Service Company Palos Verdes,California Water Service Company Palos Verdes - 413
416,California Water Service Company Redwood Valley,California Water Service Company Redwood Valley - 416
417,California Water Service Company Salinas District,California Water Service Company Salinas District - 417
421,California Water Service Company Selma,California Water Service Company Selma - 421
422,California Water Service Company South San Francisco,California Water Service Company South San Francisco - 422
424,California Water Service Company Stockton,California Water Service Company Stockton - 424
427,California Water Service Company Visalia,California Water Service Company Visalia - 427
428,California Water Service Company Westlake,California Water Service Company Westlake - 428
429,California Water Service Company Willows,California Water Service Company Willows - 429
433,Calleguas Municipal Water District,Calleguas Municipal Water District - 433
443,City Of Camarillo,City Of Camarillo - 443
445,Cambria Community Service District,Cambria Community Service District - 445
478,Carlsbad Municipal Water District,Carlsbad Municipal Water District - 478
1050,Casitas Municipal Water District - Ojai,Casitas Municipal Water District - Ojai - 1050
510,Central Basin Municipal Water District,Central Basin Municipal Water District - 510
514,Central Coast Water Authority,Central Coast Water Authority - 514
524,City Of Cerritos,City Of Cerritos - 524
546,Chino Basin Desalter Authority,Chino Basin Desalter Authority - 546
575,City Of Coachella,City Of Coachella - 575
577,Coachella Valley Water District,Coachella Valley Water District - 577
578,City Of Coalinga,City Of Coalinga - 578
607,City Of Compton,City Of Compton - 607
644,City Of Covina,City Of Covina - 644
649,Crescent City,Crescent City - 649
651,Crescenta Valley Community Water District,Crescenta Valley Community Water District - 651
654,Crestline Village Water District,Crestline Village Water District - 654
673,Daly City,Daly City - 673
699,Del Oro Water Company,Del Oro Water Company - 699
739,Discovery Bay Community Services District,Discovery Bay Community Services District - 739
2998,City Of Dixon,City Of Dixon - 2998
748,City Of Downey,City Of Downey - 748
775,East Bay Municipal Utility District,East Bay Municipal Utility District - 775
785,East Orange County Water District,East Orange County Water District - 785
816,El Dorado Irrigation District,El Dorado Irrigation District - 816
821,City Of El Monte,City Of El Monte - 821
827,City Of El Segundo,City Of El Segundo - 827
842,Elsinore Valley Municipal Water District,Elsinore Valley Municipal Water District - 842
890,City Of Fillmore,City Of Fillmore - 890
904,City Of Folsom,City Of Folsom - 904
909,Foothill Municipal Water District,Foothill Municipal Water District - 909
1004,City Of Glendale,City Of Glendale - 1004
1005,City Of Glendora,City Of Glendora - 1005
1029,Golden State Water Company - Artesia,Golden State Water Company - Artesia - 1029
1030,Golden State Water Company - Barstow,Golden State Water Company - Barstow - 1030
1032,Golden State Water Company - Bell - Bell Gardens,Golden State Water Company - Bell - Bell Gardens - 1032
1034,Golden State Water Company - Claremont,Golden State Water Company - Claremont - 1034
1036,Golden State Water Company - Cordova,Golden State Water Company - Cordova - 1036
1038,Golden State Water Company - Culver City,Golden State Water Company - Culver City - 1038
1041,Golden State Water Company - Florence Graham,Golden State Water Company - Florence Graham - 1041
1049,Golden State Water Company - Norwalk,Golden State Water Company - Norwalk - 1049
1053,Golden State Water Company - Placentia,Golden State Water Company - Placentia - 1053
1054,Golden State Water Company - San Dimas,Golden State Water Company - San Dimas - 1054
1058,Golden State Water Company - South Arcadia,Golden State Water Company - South Arcadia - 1058
1059,Golden State Water Company - South San Gabriel,Golden State Water Company - South San Gabriel - 1059
1060,Golden State Water Company - Southwest,Golden State Water Company - Southwest - 1060
1062,Golden State Water Company - West Orange,Golden State Water Company - West Orange - 1062
1083,Great Oaks Water Company Incorporated,Great Oaks Water Company Incorporated - 1083
1109,Groveland Community Services District,Groveland Community Services District - 1109
1110,City Of Grover Beach,City Of Grover Beach - 1110
1142,City Of Hawthorne,City Of Hawthorne - 1142
1209,Humboldt Bay Municipal Water District,Humboldt Bay Municipal Water District - 1209
1217,City Of Huntington Park,City Of Huntington Park - 1217
1234,Indian Wells Valley Water District,Indian Wells Valley Water District - 1234
1236,City Of Indio,City Of Indio - 1236
1238,City Of Inglewood,City Of Inglewood - 1238
1239,Inland Empire Utilities Agency,Inland Empire Utilities Agency - 1239
1273,Jurupa Community Service District,Jurupa Community Service District - 1273
1288,Kern County Water Agency Improvement District No 4,Kern County Water Agency Improvement District No 4 - 1288
1333,City Of La Verne,City Of La Verne - 1333
1352,Lake Hemet Municipal Water District,Lake Hemet Municipal Water District - 1352
1370,City Of Lakewood,City Of Lakewood - 1370
1384,Las Virgenes Municipal Water District,Las Virgenes Municipal Water District - 1384
1869,Liberty Utilities Park Water Corporation,Liberty Utilities Park Water Corporation - 1869
1425,Lincoln Avenue Water Company,Lincoln Avenue Water Company - 1425
1456,City Of Lomita,City Of Lomita - 1456
1459,City Of Lompoc,City Of Lompoc - 1459
1464,City Of Long Beach,City Of Long Beach - 1464
1473,Los Angeles City Department Of Water And Power,Los Angeles City Department Of Water And Power - 1473
1481,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey,Los Angeles County Waterworks District 29 - Malibu & Marina Del Rey - 1481
1484,Los Angeles County Waterworks District 40 - Antelope Valley,Los Angeles County Waterworks District 40 - Antelope Valley - 1484
1506,City Of Lynwood,City Of Lynwood - 1506
1533,Mammoth Community Water District,Mammoth Community Water District - 1533
1536,City Of Manhattan Beach,City Of Manhattan Beach - 1536
3056,City Of Mcfarland,City Of Mcfarland - 3056
1587,City Of Menlo Park,City Of Menlo Park - 1587
1599,Metropolitan Water District Of Southern California,Metropolitan Water District Of Southern California - 1599
1632,Modesto Irrigation District,Modesto Irrigation District - 1632
1635,Mojave Water Agency,Mojave Water Agency - 1635
1639,City Of Monrovia,City Of Monrovia - 1639
1644,Montebello Land And Water Company,Montebello Land And Water Company - 1644
1650,City Of Monterey Park,City Of Monterey Park - 1650
1660,City Of Morro Bay,City Of Morro Bay - 1660
1684,Municipal Water District Of Orange County Mwdoc,Municipal Water District Of Orange County Mwdoc - 1684
1718,Nevada Irrigation District,Nevada Irrigation District - 1718
1729,City Of Newman,City Of Newman - 1729
1731,Nipomo Community Service District,Nipomo Community Service District - 1731
1752,North Tahoe Public Utilities District,North Tahoe Public Utilities District - 1752
1756,City Of Norwalk,City Of Norwalk - 1756
1792,Olivehurst Public Utilities District,Olivehurst Public Utilities District - 1792
1793,Olivenhain Municipal Water District,Olivenhain Municipal Water District - 1793
1795,City Of Ontario,City Of Ontario - 1795
1803,Orangevale Water Company,Orangevale Water Company - 1803
1827,City Of Oxnard,City Of Oxnard - 1827
1838,Padre Dam Municipal Water District,Padre Dam Municipal Water District - 1838
1866,City Of Paramount,City Of Paramount - 1866
1873,City Of Pasadena,City Of Pasadena - 1873
1875,City Of Paso Robles,City Of Paso Robles - 1875
1899,City Of Pico Rivera,City Of Pico Rivera - 1899
1923,City Of Pismo Beach,City Of Pismo Beach - 1923
1927,Placer County Water Agency,Placer County Water Agency - 1927
1945,City Of Pomona,City Of Pomona - 1945
1953,City Of Port Hueneme,City Of Port Hueneme - 1953
1954,Port Hueneme Water Agency,Port Hueneme Water Agency - 1954
2035,City Of Redlands,City Of Redlands - 2035
2037,Redwood City,Redwood City - 2037
2057,Rincon Del Diablo Municipal Water District,Rincon Del Diablo Municipal Water District - 2057
2107,Rosamond Community Service District,Rosamond Community Service District - 2107
2118,Rubidoux Community Service District,Rubidoux Community Service District - 2118
2119,Rubio Canyon Land And Water Association,Rubio Canyon Land And Water Association - 2119
2130,City Of Sacramento,City Of Sacramento - 2130
2132,Sacramento County Water Agency,Sacramento County Water Agency - 2132
2146,San Antonio Water Company,San Antonio Water Company - 2146
2149,San Benito County Water District,San Benito County Water District - 2149
2150,City Of San Bernardino,City Of San Bernardino - 2150
2154,San Bernardino County Service Area 64 Spring Valley Lake,San Bernardino County Service Area 64 Spring Valley Lake - 2154
2891,San Bernardino County Service Area 70 J Oak Hills,San Bernardino County Service Area 70 J Oak Hills - 2891
2156,San Bernardino Valley Municipal Water District,San Bernardino Valley Municipal Water District - 2156
2158,City Of San Buenaventura,City Of San Buenaventura - 2158
2161,San Diego County Water Authority,San Diego County Water Authority - 2161
2163,City Of San Fernando,City Of San Fernando - 2163
2164,San Francisco Public Utilities Commission,San Francisco Public Utilities Commission - 2164
3994,San Gabriel Valley Municipal Water District,San Gabriel Valley Municipal Water District - 3994
2167,San Gabriel Valley Water Company,San Gabriel Valley Water Company - 2167
2166,San Gabriel Valley Water Company Fontana Division,San Gabriel Valley Water Company Fontana Division - 2166
2168,San Gorgonio Pass Water Agency,San Gorgonio Pass Water Agency - 2168
2174,City Of San Jose,City Of San Jose - 2174
2175,San Jose Water Company,San Jose Water Company - 2175
2182,City Of San Luis Obispo,City Of San Luis Obispo - 2182
2184,San Luis Obispo County Flood Control And Water Conservation,San Luis Obispo County Flood Control And Water Conservation - 2184
2209,City Of Santa Barbara,City Of Santa Barbara - 2209
2211,Santa Clara Valley Water District,Santa Clara Valley Water District - 2211
4993,Santa Clarita Valley Water Agency,Santa Clarita Valley Water Agency - 4993
2213,City Of Santa Cruz,City Of Santa Cruz - 2213
2215,City Of Santa Fe Springs,City Of Santa Fe Springs - 2215
2218,City Of Santa Maria,City Of Santa Maria - 2218
2220,City Of Santa Monica,City Of Santa Monica - 2220
2251,Serrano Water District,Serrano Water District - 2251
2290,City Of Sierra Madre,City Of Sierra Madre - 2290
2298,City Of Signal Hill,City Of Signal Hill - 2298
2328,Sonoma County Water Agency,Sonoma County Water Agency - 2328
2337,South Feather Water And Power,South Feather Water And Power - 2337
2341,City Of South Gate,City Of South Gate - 2341
2343,South Mesa Water Company,South Mesa Water Company - 2343
2346,South San Joaquin Irrigation District,South San Joaquin Irrigation District - 2346
2348,South Tahoe Public Utility District,South Tahoe Public Utility District - 2348
2382,Stockton East Water District,Stockton East Water District - 2382
2401,Suburban Water Systems - San Jose Hills,Suburban Water Systems - San Jose Hills - 2401
2402,Suburban Water Systems - Whittier - La Mirada,Suburban Water Systems - Whittier - La Mirada - 2402
2419,Sunny Slope Water Company,Sunny Slope Water Company - 2419
2438,Sweetwater Springs Water District,Sweetwater Springs Water District - 2438
2444,Tahoe City Public Utilities District,Tahoe City Public Utilities District - 2444
2457,Templeton Community Services District,Templeton Community Services District - 2457
440,Test Agency 3,Test Agency 3 - 440
2466,Thermalito Water And Sewer District,Thermalito Water And Sewer District - 2466
2473,Three Valleys Municipal Water District,Three Valleys Municipal Water District - 2473
2487,City Of Torrance,City Of Torrance - 2487
2510,Triunfo Sanitation District - Oak Park Water Service,Triunfo Sanitation District - Oak Park Water Service - 2510
2512,Truckee - Donner Public Utilities District,Truckee - Donner Public Utilities District - 2512
2523,Tuolumne Utilities District,Tuolumne Utilities District - 2523
2540,United Water Conservation District,United Water Conservation District - 2540
2543,Upper San Gabriel Valley Municipal Water,Upper San Gabriel Valley Municipal Water - 2543
2604,Valley Center Municipal Water District,Valley Center Municipal Water District - 2604
2618,Valley Water Company,Valley Water Company - 2618
2626,Vaughn Water Company,Vaughn Water Company - 2626
2629,Ventura County Waterworks District No 01 - Moorpark,Ventura County Waterworks District No 01 - Moorpark - 2629
2631,Ventura County Waterworks District No 08 - Simi Valley,Ventura County Waterworks District No 08 - Simi Valley - 2631
2633,City Of Vernon,City Of Vernon - 2633
2667,Water Facilities Authority,Water Facilities Authority - 2667
2675,West Basin Municipal Water District,West Basin Municipal Water District - 2675
2697,Western Municipal Water District Of Riverside,Western Municipal Water District Of Riverside - 2697
2723,City Of Whittier,City Of Whittier - 2723
4811,Woodland - Davis Clean Water Agency,Woodland - Davis Clean Water Agency - 4811
2790,Yuba City,Yuba City - 2790
645,Covina Irrigating Company,Covina Irrigating Company - 645
378,California City,California City - 378
390,California Water Service Company Dixon,California Water Service Company Dixon - 390
